config,class,lambda
dense_graph,negative,0.227431
dense_graph,negative,0.224398
dense_graph,negative,0.268836
dense_graph,negative,0.339702
dense_graph,negative,0.174688
dense_graph,negative,0.284630
dense_graph,negative,0.209639
dense_graph,negative,0.268945
dense_graph,negative,0.246516
dense_graph,negative,0.157707
dense_graph,negative,0.240439
dense_graph,negative,0.281045
dense_graph,negative,0.224688
dense_graph,negative,0.249552
dense_graph,negative,0.123869
dense_graph,negative,0.307031
dense_graph,negative,0.287118
dense_graph,negative,0.229586
dense_graph,negative,0.373052
dense_graph,negative,0.361787
dense_graph,negative,0.147824
dense_graph,negative,0.257658
dense_graph,negative,0.278489
dense_graph,negative,0.139729
dense_graph,negative,0.339566
dense_graph,negative,0.324768
dense_graph,negative,0.182001
dense_graph,negative,0.265716
dense_graph,negative,0.181734
dense_graph,negative,0.296307
dense_graph,negative,0.185467
dense_graph,negative,0.320453
dense_graph,negative,0.093542
dense_graph,negative,0.298973
dense_graph,negative,0.170313
dense_graph,negative,0.216992
dense_graph,negative,0.181944
dense_graph,negative,0.286123
dense_graph,negative,0.263064
dense_graph,negative,0.231230
dense_graph,negative,0.191781
dense_graph,negative,0.185873
dense_graph,negative,0.167188
dense_graph,negative,0.160483
dense_graph,negative,0.214973
dense_graph,negative,0.304747
dense_graph,negative,0.553859
dense_graph,negative,0.102495
dense_graph,negative,0.183721
dense_graph,negative,0.301866
dense_graph,negative,0.260878
dense_graph,negative,0.136082
dense_graph,negative,0.419957
dense_graph,negative,0.287434
dense_graph,negative,0.312797
dense_graph,negative,0.253670
dense_graph,negative,0.178588
dense_graph,negative,0.080378
dense_graph,negative,0.438500
dense_graph,negative,0.387423
dense_graph,negative,0.270441
dense_graph,negative,0.323775
dense_graph,negative,0.296218
dense_graph,negative,0.234790
dense_graph,negative,0.207104
dense_graph,negative,0.152682
dense_graph,negative,0.389685
dense_graph,negative,0.331898
dense_graph,negative,0.281377
dense_graph,negative,0.074549
dense_graph,negative,0.273905
dense_graph,negative,0.239625
dense_graph,negative,0.502257
dense_graph,negative,0.470467
dense_graph,negative,0.350132
dense_graph,negative,0.196598
dense_graph,negative,0.145410
dense_graph,negative,0.427883
dense_graph,negative,0.055224
dense_graph,negative,0.140352
dense_graph,negative,0.097925
dense_graph,negative,0.129923
dense_graph,negative,0.219309
dense_graph,negative,0.115493
dense_graph,negative,0.180593
dense_graph,negative,0.264828
dense_graph,negative,0.271577
dense_graph,negative,0.413397
dense_graph,negative,0.157179
dense_graph,negative,0.231782
dense_graph,negative,0.127258
dense_graph,negative,0.206224
dense_graph,negative,0.146128
dense_graph,negative,0.182306
dense_graph,negative,0.284665
dense_graph,negative,0.146804
dense_graph,negative,0.241020
dense_graph,negative,0.182660
dense_graph,negative,0.642304
dense_graph,negative,0.246258
dense_graph,negative,0.231371
dense_graph,negative,0.195058
dense_graph,negative,0.295592
dense_graph,negative,0.221478
dense_graph,negative,0.193730
dense_graph,negative,0.190483
dense_graph,negative,0.271907
dense_graph,negative,0.382931
dense_graph,negative,0.233256
dense_graph,negative,0.279768
dense_graph,negative,0.318188
dense_graph,negative,0.288354
dense_graph,negative,0.301503
dense_graph,negative,0.187150
dense_graph,negative,0.228062
dense_graph,negative,0.174742
dense_graph,negative,0.337203
dense_graph,negative,0.210918
dense_graph,negative,0.283330
dense_graph,negative,0.270998
dense_graph,negative,0.394208
dense_graph,negative,0.197733
dense_graph,negative,0.334570
dense_graph,negative,0.153019
dense_graph,negative,0.213443
dense_graph,negative,0.075142
dense_graph,negative,0.170335
dense_graph,negative,0.208114
dense_graph,negative,0.130518
dense_graph,negative,0.166598
dense_graph,negative,0.236318
dense_graph,negative,0.216031
dense_graph,negative,0.204579
dense_graph,negative,0.254084
dense_graph,negative,0.373556
dense_graph,negative,0.224375
dense_graph,negative,0.291454
dense_graph,negative,0.256761
dense_graph,negative,0.217086
dense_graph,negative,0.324750
dense_graph,negative,0.548901
dense_graph,negative,0.246657
dense_graph,negative,0.436408
dense_graph,negative,0.199607
dense_graph,negative,0.385440
dense_graph,negative,0.167080
dense_graph,negative,0.476076
dense_graph,negative,0.130933
dense_graph,negative,0.149277
dense_graph,negative,0.501867
dense_graph,negative,0.478586
dense_graph,negative,0.204735
dense_graph,negative,0.101177
dense_graph,negative,0.143886
dense_graph,negative,0.191064
dense_graph,negative,0.310482
dense_graph,negative,0.184102
dense_graph,negative,0.194447
dense_graph,negative,0.196848
dense_graph,negative,0.168209
dense_graph,negative,0.375787
dense_graph,negative,0.232534
dense_graph,negative,0.156296
dense_graph,negative,0.234709
dense_graph,negative,0.220984
dense_graph,negative,0.479430
dense_graph,negative,0.127734
dense_graph,negative,0.370827
dense_graph,negative,0.264417
dense_graph,negative,0.224998
dense_graph,negative,0.120118
dense_graph,negative,0.676639
dense_graph,negative,0.231783
dense_graph,negative,0.208530
dense_graph,negative,0.320060
dense_graph,negative,0.185846
dense_graph,negative,0.348792
dense_graph,negative,0.297383
dense_graph,negative,0.270745
dense_graph,negative,0.131209
dense_graph,negative,0.323201
dense_graph,negative,0.236472
dense_graph,negative,0.277775
dense_graph,negative,0.294169
dense_graph,negative,0.187309
dense_graph,negative,0.284617
dense_graph,negative,0.430900
dense_graph,negative,0.201949
dense_graph,negative,0.616400
dense_graph,negative,0.297131
dense_graph,negative,0.139944
dense_graph,negative,0.199504
dense_graph,negative,0.276849
dense_graph,negative,0.193257
dense_graph,negative,0.360030
dense_graph,negative,0.448160
dense_graph,negative,0.286366
dense_graph,negative,0.243342
dense_graph,negative,0.142623
dense_graph,negative,0.358541
dense_graph,negative,0.402294
dense_graph,negative,0.295235
dense_graph,negative,0.164268
dense_graph,negative,0.188744
dense_graph,negative,0.363517
dense_graph,negative,0.169360
dense_graph,negative,0.273621
dense_graph,negative,0.266369
dense_graph,negative,0.229220
dense_graph,negative,0.347697
dense_graph,negative,0.063243
dense_graph,negative,0.333677
dense_graph,negative,0.146478
dense_graph,negative,0.389182
dense_graph,negative,0.192916
dense_graph,negative,0.190704
dense_graph,negative,0.607491
dense_graph,negative,0.279571
dense_graph,negative,0.187991
dense_graph,negative,0.170064
dense_graph,negative,0.142898
dense_graph,negative,0.222018
dense_graph,negative,0.207483
dense_graph,negative,0.296012
dense_graph,negative,0.107789
dense_graph,negative,0.227195
dense_graph,negative,0.138831
dense_graph,negative,0.244733
dense_graph,negative,0.289394
dense_graph,negative,0.195108
dense_graph,negative,0.243467
dense_graph,negative,0.123553
dense_graph,negative,0.214461
dense_graph,negative,0.275994
dense_graph,negative,0.185499
dense_graph,negative,0.185314
dense_graph,negative,0.410000
dense_graph,negative,0.172786
dense_graph,negative,0.219788
dense_graph,negative,0.515532
dense_graph,negative,0.301396
dense_graph,negative,0.315076
dense_graph,negative,0.209346
dense_graph,negative,0.447335
dense_graph,negative,0.228357
dense_graph,negative,0.429215
dense_graph,negative,0.150740
dense_graph,negative,0.289747
dense_graph,negative,0.149633
dense_graph,negative,0.120974
dense_graph,negative,0.333294
dense_graph,negative,0.076394
dense_graph,negative,0.300407
dense_graph,negative,0.299703
dense_graph,negative,0.255090
dense_graph,negative,0.229693
dense_graph,negative,0.072931
dense_graph,negative,0.178952
dense_graph,negative,0.244897
dense_graph,negative,0.258898
dense_graph,negative,0.270611
sparse_graph,positive,0.354257
sparse_graph,positive,0.000000
sparse_graph,positive,0.264573
sparse_graph,positive,0.177791
sparse_graph,positive,0.240640
sparse_graph,positive,0.331968
sparse_graph,positive,0.251873
sparse_graph,positive,0.179658
sparse_graph,positive,0.339929
sparse_graph,positive,0.125335
sparse_graph,positive,0.216783
sparse_graph,positive,0.237116
sparse_graph,positive,0.177258
sparse_graph,positive,0.222706
sparse_graph,positive,0.293868
sparse_graph,positive,0.196690
sparse_graph,positive,0.127645
sparse_graph,positive,0.113479
sparse_graph,positive,0.300091
sparse_graph,positive,0.150995
sparse_graph,positive,0.141297
sparse_graph,positive,0.291794
sparse_graph,positive,0.160087
sparse_graph,positive,0.300746
sparse_graph,positive,0.225149
sparse_graph,positive,0.099669
sparse_graph,positive,0.169761
sparse_graph,positive,0.119148
sparse_graph,positive,0.173620
sparse_graph,positive,0.187477
sparse_graph,positive,0.243294
sparse_graph,positive,0.145531
sparse_graph,positive,0.259195
sparse_graph,positive,0.263967
sparse_graph,positive,0.319944
sparse_graph,positive,0.104898
sparse_graph,positive,0.269545
sparse_graph,positive,0.300657
sparse_graph,positive,0.272912
sparse_graph,positive,0.385487
sparse_graph,positive,0.192233
sparse_graph,positive,0.058869
sparse_graph,positive,0.222199
sparse_graph,positive,0.327459
sparse_graph,positive,0.202043
sparse_graph,positive,0.289432
sparse_graph,positive,0.161865
sparse_graph,positive,0.114040
sparse_graph,positive,0.267883
sparse_graph,positive,0.223314
sparse_graph,positive,0.195666
sparse_graph,positive,0.177887
sparse_graph,positive,0.372708
sparse_graph,positive,0.216477
sparse_graph,positive,0.229304
sparse_graph,positive,0.176022
sparse_graph,positive,0.104242
sparse_graph,positive,0.233490
sparse_graph,positive,0.152806
sparse_graph,positive,0.307810
sparse_graph,positive,0.245049
sparse_graph,positive,0.211053
sparse_graph,positive,0.098341
sparse_graph,positive,0.193202
sparse_graph,positive,0.388816
sparse_graph,positive,0.443216
sparse_graph,positive,0.157351
sparse_graph,positive,0.228093
sparse_graph,positive,0.285993
sparse_graph,positive,0.217203
sparse_graph,positive,0.283125
sparse_graph,positive,0.415694
sparse_graph,positive,0.170508
sparse_graph,positive,0.154373
sparse_graph,positive,0.198331
sparse_graph,positive,0.147171
sparse_graph,positive,0.148917
sparse_graph,positive,0.055692
sparse_graph,negative,0.241407
sparse_graph,negative,0.187747
sparse_graph,negative,0.230880
sparse_graph,negative,0.618089
sparse_graph,negative,0.133696
sparse_graph,negative,0.108762
sparse_graph,negative,0.139661
sparse_graph,negative,0.319050
sparse_graph,negative,0.166758
sparse_graph,negative,0.195711
sparse_graph,negative,0.188439
sparse_graph,negative,0.218858
sparse_graph,negative,0.091606
sparse_graph,negative,0.273399
sparse_graph,negative,0.298038
sparse_graph,negative,0.140996
sparse_graph,negative,0.117188
sparse_graph,negative,0.098121
sparse_graph,negative,0.368133
sparse_graph,negative,0.162986
sparse_graph,negative,0.165156
sparse_graph,negative,0.162515
sparse_graph,negative,0.081970
sparse_graph,negative,0.363093
sparse_graph,negative,0.137678
sparse_graph,negative,0.180777
sparse_graph,negative,0.100731
sparse_graph,negative,0.162741
sparse_graph,negative,0.389103
sparse_graph,negative,0.160480
sparse_graph,negative,0.125917
sparse_graph,negative,0.301537
sparse_graph,negative,0.246078
sparse_graph,negative,0.179779
sparse_graph,negative,0.091688
sparse_graph,negative,0.134067
sparse_graph,negative,0.230875
sparse_graph,negative,0.188316
sparse_graph,negative,0.197365
sparse_graph,negative,0.169576
sparse_graph,negative,0.102213
sparse_graph,negative,0.221635
sparse_graph,negative,0.069299
sparse_graph,negative,0.106533
sparse_graph,negative,0.135573
sparse_graph,negative,0.178986
sparse_graph,negative,0.162501
sparse_graph,negative,0.095870
sparse_graph,negative,0.190308
sparse_graph,negative,0.273819
sparse_graph,negative,0.187952
sparse_graph,negative,0.316945
sparse_graph,negative,0.065747
sparse_graph,negative,0.126616
sparse_graph,negative,0.312971
sparse_graph,negative,0.167564
sparse_graph,negative,0.171409
sparse_graph,negative,0.244283
sparse_graph,negative,0.526556
sparse_graph,negative,0.223320
sparse_graph,negative,0.147819
sparse_graph,negative,0.170762
sparse_graph,negative,0.126213
sparse_graph,negative,0.145466
sparse_graph,negative,0.262101
sparse_graph,negative,0.236894
sparse_graph,negative,0.137091
sparse_graph,negative,0.253929
sparse_graph,negative,0.176621
sparse_graph,negative,0.276139
sparse_graph,negative,0.185224
sparse_graph,negative,0.238647
sparse_graph,negative,0.195135
sparse_graph,negative,0.263263
sparse_graph,negative,0.261535
sparse_graph,negative,0.143837
sparse_graph,negative,0.164138
sparse_graph,negative,0.357643
sparse_graph,negative,0.172956
sparse_graph,negative,0.182273
sparse_graph,negative,0.549387
sparse_graph,negative,0.475697
sparse_graph,negative,0.176924
sparse_graph,negative,0.158587
sparse_graph,negative,0.233580
sparse_graph,negative,0.098468
sparse_graph,negative,0.297513
sparse_graph,negative,0.481518
sparse_graph,negative,0.465970
sparse_graph,negative,0.274195
sparse_graph,negative,0.061846
sparse_graph,negative,0.167675
sparse_graph,negative,0.203840
sparse_graph,negative,0.400136
sparse_graph,negative,0.299521
sparse_graph,negative,0.191137
sparse_graph,negative,0.075770
sparse_graph,negative,0.052333
sparse_graph,negative,0.188276
sparse_graph,negative,0.066609
sparse_graph,negative,0.240561
sparse_graph,negative,0.237308
sparse_graph,negative,0.298305
sparse_graph,negative,0.318972
sparse_graph,negative,0.219713
sparse_graph,negative,0.197204
sparse_graph,negative,0.121619
sparse_graph,negative,0.194803
sparse_graph,negative,0.352944
sparse_graph,negative,0.343058
sparse_graph,negative,0.194004
sparse_graph,negative,0.145741
sparse_graph,negative,0.271065
sparse_graph,negative,0.212429
sparse_graph,negative,0.182951
sparse_graph,negative,0.151070
sparse_graph,negative,0.136806
sparse_graph,negative,0.211993
sparse_graph,negative,0.159021
sparse_graph,negative,0.267350
sparse_graph,negative,0.216040
sparse_graph,negative,0.208494
sparse_graph,negative,0.350935
sparse_graph,negative,0.228980
sparse_graph,negative,0.161361
sparse_graph,negative,0.040479
sparse_graph,negative,0.219211
sparse_graph,negative,0.388602
sparse_graph,negative,0.181551
sparse_graph,negative,0.206600
sparse_graph,negative,0.220659
sparse_graph,negative,0.166070
sparse_graph,negative,0.173581
sparse_graph,negative,0.219294
sparse_graph,negative,0.266571
sparse_graph,negative,0.492367
sparse_graph,negative,0.200081
sparse_graph,negative,0.251804
sparse_graph,negative,0.287223
sparse_graph,negative,0.192095
sparse_graph,negative,0.143087
sparse_graph,negative,0.446919
sparse_graph,negative,0.270066
sparse_graph,negative,0.129338
sparse_graph,negative,0.105073
sparse_graph,negative,0.220161
sparse_graph,negative,0.252445
sparse_graph,negative,0.273535
sparse_graph,negative,0.307231
sparse_graph,negative,0.192183
sparse_graph,negative,0.234595
sparse_graph,negative,0.081041
sparse_graph,negative,0.127955
sparse_graph,negative,0.196697
sparse_graph,negative,0.149675
sparse_graph,negative,0.177064
sparse_graph,negative,0.236952
sparse_graph,negative,0.202006
sparse_graph,negative,0.191321
sparse_graph,negative,0.135834
sparse_graph,negative,0.298794
sparse_graph,negative,0.138326
sparse_graph,negative,0.132439
sparse_graph,negative,0.175386
sparse_graph,negative,0.115294
sparse_graph,negative,0.217667
sparse_graph,negative,0.063250
sparse_graph,negative,0.112857
sparse_graph,negative,0.222500
sparse_graph,negative,0.141951
sparse_graph,negative,0.257513
sparse_graph,negative,0.200027
sparse_graph,negative,0.127348
sparse_graph,negative,0.255942
sparse_graph,negative,0.189142
sparse_graph,negative,0.186624
sparse_graph,negative,0.359239
sparse_graph,negative,0.025673
sparse_graph,negative,0.169169
sparse_graph,negative,0.125395
sparse_graph,negative,0.063339
sparse_graph,negative,0.150798
sparse_graph,negative,0.142774
sparse_graph,negative,0.433454
sparse_graph,negative,0.391689
sparse_graph,negative,0.353858
sparse_graph,negative,0.200131
sparse_graph,negative,0.178393
sparse_graph,negative,0.143042
sparse_graph,negative,0.261959
sparse_graph,negative,0.144863
sparse_graph,negative,0.123601
sparse_graph,negative,0.408009
sparse_graph,negative,0.254590
sparse_graph,negative,0.159759
sparse_graph,negative,0.172771
sparse_graph,negative,0.283135
sparse_graph,negative,0.179223
sparse_graph,negative,0.141044
sparse_graph,negative,0.210332
sparse_graph,negative,0.101304
sparse_graph,negative,0.297998
sparse_graph,negative,0.171357
sparse_graph,negative,0.230569
sparse_graph,negative,0.113919
sparse_graph,negative,0.323282
sparse_graph,negative,0.174600
sparse_graph,negative,0.075967
sparse_graph,negative,0.159733
sparse_graph,negative,0.130731
sparse_graph,negative,0.098138
sparse_graph,negative,0.120902
sparse_graph,negative,0.362968
sparse_graph,negative,0.313899
sparse_graph,negative,0.166668
sparse_graph,negative,0.247675
sparse_graph,negative,0.181149
sparse_graph,negative,0.214399
sparse_graph,negative,0.233389
sparse_graph,negative,0.322770
sparse_graph,negative,0.286503
sparse_graph,negative,0.108963
sparse_graph,negative,0.296681
sparse_graph,negative,0.102324
sparse_graph,negative,0.265980
sparse_graph,negative,0.188819
sparse_graph,negative,0.170104
sparse_graph,negative,0.192976
sparse_graph,negative,0.339624
sparse_graph,negative,0.092219
sparse_graph,negative,0.218741
sparse_graph,negative,0.065299
sparse_graph,negative,0.246709
sparse_graph,negative,0.742694
sparse_graph,negative,0.171333
sparse_graph,negative,0.244119
sparse_graph,negative,0.269377
sparse_graph,negative,0.069415
sparse_graph,negative,0.217733
sparse_graph,negative,0.166567
sparse_graph,negative,0.115608
sparse_graph,negative,0.149631
sparse_graph,negative,0.188907
sparse_graph,negative,0.183439
sparse_graph,negative,0.183107
sparse_graph,negative,0.181409
sparse_graph,negative,0.319507
sparse_graph,negative,0.112265
sparse_graph,negative,0.324978
sparse_graph,negative,0.203699
sparse_graph,negative,0.099744
sparse_graph,negative,0.101188
sparse_graph,negative,0.372515
sparse_graph,negative,0.250758
sparse_graph,negative,0.307083
sparse_graph,negative,0.317770
sparse_graph,negative,0.231658
sparse_graph,negative,0.275251
sparse_graph,negative,0.143104
sparse_graph,negative,0.171093
sparse_graph,negative,0.187958
sparse_graph,negative,0.135557
sparse_graph,negative,0.481136
sparse_graph,negative,0.183576
sparse_graph,negative,0.282320
sparse_graph,negative,0.104244
sparse_graph,negative,0.156561
sparse_graph,negative,0.205038
sparse_graph,negative,0.141010
sparse_graph,negative,0.275814
sparse_graph,negative,0.247860
sparse_graph,negative,0.139354
sparse_graph,negative,0.190907
sparse_graph,negative,0.197601
sparse_graph,negative,0.248597
sparse_graph,negative,0.303286
sparse_graph,negative,0.201536
sparse_graph,negative,0.119437
sparse_graph,negative,0.350795
sparse_graph,negative,0.199394
sparse_graph,negative,0.151075
sparse_graph,negative,0.151201
sparse_graph,negative,0.155680
sparse_graph,negative,0.148823
sparse_graph,negative,0.156808
sparse_graph,negative,0.119952
sparse_graph,negative,0.206406
sparse_graph,negative,0.094741
sparse_graph,negative,0.147549
sparse_graph,negative,0.376487
sparse_graph,negative,0.188416
sparse_graph,negative,0.228962
sparse_graph,negative,0.165465
sparse_graph,negative,0.212238
sparse_graph,negative,0.098047
sparse_graph,negative,0.247509
sparse_graph,negative,0.260914
sparse_graph,negative,0.183392
sparse_graph,negative,0.169573
sparse_graph,negative,0.133527
sparse_graph,negative,0.174527
sparse_graph,negative,0.140883
sparse_graph,negative,0.138476
sparse_graph,negative,0.225966
sparse_graph,negative,0.100108
sparse_graph,negative,0.129202
sparse_graph,negative,0.192999
sparse_graph,negative,0.134746
sparse_graph,negative,0.090889
sparse_graph,negative,0.253189
sparse_graph,negative,0.278728
sparse_graph,negative,0.091205
sparse_graph,negative,0.082840
sparse_graph,negative,0.110494
sparse_graph,negative,0.272657
sparse_graph,negative,0.136067
sparse_graph,negative,0.147559
sparse_graph,negative,0.153319
sparse_graph,negative,0.347099
sparse_graph,negative,0.356657
sparse_graph,negative,0.201225
sparse_graph,negative,0.206421
sparse_graph,negative,0.399787
sparse_graph,negative,0.233453
sparse_graph,negative,0.361728
sparse_graph,negative,0.319806
sparse_graph,negative,0.247973
sparse_graph,negative,0.292669
sparse_graph,negative,0.343441
sparse_graph,negative,0.153663
sparse_graph,negative,0.193070
sparse_graph,negative,0.142460
sparse_graph,negative,0.143504
sparse_graph,negative,0.159427
sparse_graph,negative,0.261319
sparse_graph,negative,0.301150
sparse_graph,negative,0.221513
sparse_graph,negative,0.145058
sparse_graph,negative,0.158522
sparse_graph,negative,0.327968
sparse_graph,negative,0.260703
sparse_graph,negative,0.204204
sparse_graph,negative,0.157479
sparse_graph,negative,0.238223
sparse_graph,negative,0.143071
sparse_graph,negative,0.142147
sparse_graph,negative,0.109249
sparse_graph,negative,0.163981
sparse_graph,negative,0.238892
sparse_graph,negative,0.232239
sparse_graph,negative,0.270324
sparse_graph,negative,0.159847
sparse_graph,negative,0.198719
sparse_graph,negative,0.122370
sparse_graph,negative,0.175230
sparse_graph,negative,0.129377
sparse_graph,negative,0.109149
sparse_graph,negative,0.203465
sparse_graph,negative,0.271477
sparse_graph,negative,0.243306
sparse_graph,negative,0.147154
sparse_graph,negative,0.183561
sparse_graph,negative,0.058791
sparse_graph,negative,0.189419
sparse_graph,negative,0.176143
sparse_graph,negative,0.116168
sparse_graph,negative,0.254438
sparse_graph,negative,0.154391
sparse_graph,negative,0.166815
sparse_graph,negative,0.172721
sparse_graph,negative,0.288194
sparse_graph,negative,0.162521
sparse_graph,negative,0.085698
sparse_graph,negative,0.260866
sparse_graph,negative,0.307212
sparse_graph,negative,0.289488
sparse_graph,negative,0.234432
sparse_graph,negative,0.353181
sparse_graph,negative,0.148186
sparse_graph,negative,0.296729
sparse_graph,negative,0.170499
sparse_graph,negative,0.122666
sparse_graph,negative,0.154069
sparse_graph,negative,0.216118
sparse_graph,negative,0.218730
sparse_graph,negative,0.234880
sparse_graph,negative,0.121965
sparse_graph,negative,0.185021
sparse_graph,negative,0.238407
sparse_graph,negative,0.079630
sparse_graph,negative,0.115060
sparse_graph,negative,0.225676
sparse_graph,negative,0.215369
sparse_graph,negative,0.273092
sparse_graph,negative,0.259375
sparse_graph,negative,0.231571
sparse_graph,negative,0.159828
sparse_graph,negative,0.168914
sparse_graph,negative,0.234743
sparse_graph,negative,0.220304
sparse_graph,negative,0.167730
sparse_graph,negative,0.149245
sparse_graph,negative,0.313968
sparse_graph,negative,0.111965
sparse_graph,negative,0.316774
sparse_graph,negative,0.348007
sparse_graph,negative,0.197649
sparse_graph,negative,0.280288
sparse_graph,negative,0.102827
sparse_graph,negative,0.126049
sparse_graph,negative,0.094384
sparse_graph,negative,0.116035
sparse_graph,negative,0.094781
sparse_graph,negative,0.130651
sparse_graph,negative,0.119481
sparse_graph,negative,0.351735
sparse_graph,negative,0.333854
sparse_graph,negative,0.319765
sparse_graph,negative,0.334599
sparse_graph,negative,0.118983
sparse_graph,negative,0.175979
sparse_graph,negative,0.215091
sparse_graph,negative,0.131577
sparse_graph,negative,0.214076
sparse_graph,negative,0.301231
sparse_graph,negative,0.126137
sparse_graph,negative,0.129842
sparse_graph,negative,0.130603
sparse_graph,negative,0.394494
sparse_graph,negative,0.281095
sparse_graph,negative,0.238127
sparse_graph,negative,0.313973
sparse_graph,negative,0.282075
sparse_graph,negative,0.241487
sparse_graph,negative,0.230235
sparse_graph,negative,0.127064
sparse_graph,negative,0.099999
sparse_graph,negative,0.191992
sparse_graph,negative,0.175156
sparse_graph,negative,0.197944
sparse_graph,negative,0.108973
sparse_graph,negative,0.185962
sparse_graph,negative,0.168625
sparse_graph,negative,0.215406
sparse_graph,negative,0.077087
sparse_graph,negative,0.138249
sparse_graph,negative,0.217918
sparse_graph,negative,0.175273
sparse_graph,negative,0.480731
sparse_graph,negative,0.172604
sparse_graph,negative,0.356540
sparse_graph,negative,0.270642
sparse_graph,negative,0.380293
sparse_graph,negative,0.101518
sparse_graph,negative,0.265254
sparse_graph,negative,0.222392
sparse_graph,negative,0.255546
sparse_graph,negative,0.224455
sparse_graph,negative,0.284819
sparse_graph,negative,0.157515
sparse_graph,negative,0.114474
sparse_graph,negative,0.215513
sparse_graph,negative,0.320968
sparse_graph,negative,0.264512
sparse_graph,negative,0.291067
sparse_graph,negative,0.161495
sparse_graph,negative,0.245571
sparse_graph,negative,0.069186
sparse_graph,negative,0.135606
sparse_graph,negative,0.260039
sparse_graph,negative,0.198255
sparse_graph,negative,0.147401
sparse_graph,negative,0.253842
sparse_graph,negative,0.153826
sparse_graph,negative,0.216535
sparse_graph,negative,0.175765
sparse_graph,negative,0.141156
sparse_graph,negative,0.290937
sparse_graph,negative,0.046041
sparse_graph,negative,0.378257
sparse_graph,negative,0.125092
sparse_graph,negative,0.341522
sparse_graph,negative,0.136491
sparse_graph,negative,0.163057
sparse_graph,negative,0.141537
sparse_graph,negative,0.169284
sparse_graph,negative,0.385922
sparse_graph,negative,0.243027
sparse_graph,negative,0.117817
sparse_graph,negative,0.217211
sparse_graph,negative,0.492427
sparse_graph,negative,0.304808
sparse_graph,negative,0.104197
sparse_graph,negative,0.123731
sparse_graph,negative,0.135085
sparse_graph,negative,0.217381
sparse_graph,negative,0.204200
sparse_graph,negative,0.146431
sparse_graph,negative,0.373313
sparse_graph,negative,0.101636
sparse_graph,negative,0.173967
sparse_graph,negative,0.226011
sparse_graph,negative,0.174098
sparse_graph,negative,0.167410
sparse_graph,negative,0.224027
sparse_graph,negative,0.322122
sparse_graph,negative,0.137803
sparse_graph,negative,0.101982
sparse_graph,negative,0.148827
sparse_graph,negative,0.259835
sparse_graph,negative,0.261501
sparse_graph,negative,0.230131
sparse_graph,negative,0.186960
sparse_graph,negative,0.069394
sparse_graph,negative,0.174803
sparse_graph,negative,0.164146
sparse_graph,negative,0.132842
sparse_graph,negative,0.159243
sparse_graph,negative,0.512379
sparse_graph,negative,0.166253
sparse_graph,negative,0.219538
sparse_graph,negative,0.377114
sparse_graph,negative,0.219522
sparse_graph,negative,0.198953
sparse_graph,negative,0.337740
sparse_graph,negative,0.169420
sparse_graph,negative,0.338051
sparse_graph,negative,0.256222
sparse_graph,negative,0.236577
sparse_graph,negative,0.294116
sparse_graph,negative,0.680206
sparse_graph,negative,0.147783
sparse_graph,negative,0.126296
sparse_graph,negative,0.376541
sparse_graph,negative,0.218137
sparse_graph,negative,0.223577
sparse_graph,negative,0.224433
sparse_graph,negative,0.070060
sparse_graph,negative,0.159092
sparse_graph,negative,0.196903
sparse_graph,negative,0.225238
sparse_graph,negative,0.206818
sparse_graph,negative,0.092267
sparse_graph,negative,0.146431
sparse_graph,negative,0.322554
sparse_graph,negative,0.279348
sparse_graph,negative,0.214255
sparse_graph,negative,0.163285
sparse_graph,negative,0.169575
sparse_graph,negative,0.190694
sparse_graph,negative,0.191663
sparse_graph,negative,0.270678
sparse_graph,negative,0.100923
sparse_graph,negative,0.046260
sparse_graph,negative,0.134627
sparse_graph,negative,0.105619
sparse_graph,negative,0.208053
sparse_graph,negative,0.285781
sparse_graph,negative,0.218726
sparse_graph,negative,0.168011
sparse_graph,negative,0.467320
sparse_graph,negative,0.269353
sparse_graph,negative,0.332208
sparse_graph,negative,0.173317
sparse_graph,negative,0.179564
sparse_graph,negative,0.091247
sparse_graph,negative,0.345484
sparse_graph,negative,0.091756
sparse_graph,negative,0.366073
sparse_graph,negative,0.690496
sparse_graph,negative,0.176422
sparse_graph,negative,0.324577
sparse_graph,negative,0.138575
sparse_graph,negative,0.198383
sparse_graph,negative,0.167289
sparse_graph,negative,0.175662
sparse_graph,negative,0.160959
sparse_graph,negative,0.193890
sparse_graph,negative,0.537132
sparse_graph,negative,0.119589
sparse_graph,negative,0.133609
sparse_graph,negative,0.167332
sparse_graph,negative,0.123801
sparse_graph,negative,0.079071
sparse_graph,negative,0.301020
sparse_graph,negative,0.256107
sparse_graph,negative,0.247316
sparse_graph,negative,0.306699
sparse_graph,negative,0.143497
sparse_graph,negative,0.197067
sparse_graph,negative,0.016893
sparse_graph,negative,0.155084
sparse_graph,negative,0.236003
sparse_graph,negative,0.210091
sparse_graph,negative,0.375932
sparse_graph,negative,0.243254
sparse_graph,negative,0.171263
sparse_graph,negative,0.123155
sparse_graph,negative,0.177185
sparse_graph,negative,0.185199
sparse_graph,negative,0.189967
sparse_graph,negative,0.318370
sparse_graph,negative,0.116877
sparse_graph,negative,0.162804
sparse_graph,negative,0.241295
sparse_graph,negative,0.216174
sparse_graph,negative,0.142701
sparse_graph,negative,0.078562
sparse_graph,negative,0.247340
sparse_graph,negative,0.357841
sparse_graph,negative,0.303228
